Date,Open,High,Low,Close,Volume
22-Jan-25,764.15,765.45,731,742.75,"12,418,474"
21-Jan-25,775,786.65,758.4,760.75,"11,657,178"
20-Jan-25,780,783,767,774.35,"9,956,101"
17-Jan-25,773.9,785.5,772.25,779.75,"7,007,239"
16-Jan-25,769.9,781,767.35,774.35,"8,680,163"
15-Jan-25,771,785,756.05,763.6,"10,500,910"
14-Jan-25,751.5,779,751.5,770.5,"11,377,053"
13-Jan-25,769,773.55,748.8,751,"12,230,175"
10-Jan-25,780.05,787.95,766.8,774.65,"11,144,005"
09-Jan-25,800,810,769.45,780.1,"17,948,464"
08-Jan-25,792.6,797,781.65,794.95,"11,861,066"
07-Jan-25,776,796.95,772.5,793.25,"15,547,971"
06-Jan-25,797.7,797.7,765.3,776.25,"16,948,151"
03-Jan-25,768,800.6,761.45,790.4,"24,773,025"
02-Jan-25,759.3,767.35,749.35,765.05,"15,294,572"
01-Jan-25,740.45,751.1,736,749.25,"7,792,251"
31-Dec-24,733.65,743.4,732.75,740.15,"7,092,699"
30-Dec-24,753.9,754.9,730.7,733.65,"17,441,198"
27-Dec-24,749,766.85,745.7,750.5,"15,835,079"
26-Dec-24,736.1,747.8,735.55,740.8,"9,343,210"
24-Dec-24,723.5,745.3,722.5,736.1,"12,553,555"
23-Dec-24,733.7,734.4,717.7,722.2,"9,653,868"
20-Dec-24,744.3,749.55,721.5,724.05,"17,962,656"
19-Dec-24,744.45,755.8,741.4,744.05,"17,119,599"
18-Dec-24,774,774.25,754,755.7,"19,085,263"
17-Dec-24,785.5,796.35,778,779.75,"10,270,253"
16-Dec-24,791.4,793.95,783,784.8,"10,015,361"
13-Dec-24,789,792.5,775,790.3,"14,101,869"
12-Dec-24,799.2,802,785.5,786.35,"10,602,758"
11-Dec-24,802.9,806.95,798.2,799.1,"7,763,357"
10-Dec-24,804.8,810.45,797.45,799.9,"13,113,082"
09-Dec-24,816.8,820.35,797,798.75,"15,573,233"
06-Dec-24,793,818.85,785.3,816.8,"19,716,910"
05-Dec-24,793,797.5,781,792.55,"12,169,428"
04-Dec-24,805,806,784.05,788.1,"12,392,259"
03-Dec-24,795,806,790,801.25,"9,874,135"
02-Dec-24,787.3,796.75,785,790.05,"8,425,826"
29-Nov-24,779.5,789.4,777.05,786.45,"10,358,590"
28-Nov-24,783,792.55,778,779.45,"10,939,142"
27-Nov-24,785.05,791.9,779.1,783.95,"10,014,685"
26-Nov-24,797.15,801.8,780.15,783,"10,310,838"
25-Nov-24,808.05,810.2,793.65,796.6,"15,194,167"
22-Nov-24,775,794,775,791,"14,535,112"
21-Nov-24,784.95,785.95,766.25,773.85,"14,194,678"
19-Nov-24,771.9,799.9,771.9,783.2,"14,012,014"
18-Nov-24,778,781.75,759.2,771.9,"17,053,446"
14-Nov-24,786.6,792,772,774.3,"11,740,909"
13-Nov-24,787,792.65,775.55,786.25,"14,674,022"
12-Nov-24,806,813.1,783.05,784.85,"16,526,921"
11-Nov-24,801,831.45,792,804.7,"27,587,619"
08-Nov-24,821.95,822,801.1,805.45,"16,072,692"
07-Nov-24,841,842.75,817.3,819.75,"13,237,161"
06-Nov-24,843.9,843.9,826,839.7,"10,579,596"
05-Nov-24,821.5,843.6,820.4,835.65,"10,215,249"
04-Nov-24,840,844.45,814.5,824.1,"15,514,419"
01-Nov-24,847.95,847.95,840,843.45,"2,900,548"
31-Oct-24,843.85,843.85,831.85,834.05,"11,904,413"
30-Oct-24,846,853.6,838.05,840.2,"12,933,218"
29-Oct-24,880.25,882.5,825.7,842.75,"26,818,871"
28-Oct-24,867.85,886.75,860.2,878.45,"7,106,045"
25-Oct-24,883.9,885.75,857.3,864.3,"10,873,022"
24-Oct-24,875.25,890,875.25,880,"7,233,484"
23-Oct-24,879,885.6,863.3,877.65,"10,553,771"
22-Oct-24,905,906.1,875.25,879.5,"13,617,490"
21-Oct-24,912.05,917.65,898.1,903.3,"7,390,557"
18-Oct-24,894.3,917.7,886.8,910.15,"11,527,914"
17-Oct-24,914.95,914.95,890.05,891.6,"13,864,583"
16-Oct-24,917.05,923,900,907.45,"10,298,258"
15-Oct-24,932.95,935.35,913,917.3,"9,058,919"
14-Oct-24,930,940,925.35,928.25,"5,740,649"
11-Oct-24,932,937,928.5,930.7,"4,459,529"
10-Oct-24,933.75,943.6,912.35,928.5,"13,249,851"
09-Oct-24,926.8,948.45,925.5,939.15,"11,557,737"
08-Oct-24,916,924.8,893.85,919.8,"21,177,886"
07-Oct-24,942,944.45,915,927.85,"11,772,546"
04-Oct-24,930,949.2,920,930.75,"19,187,758"
03-Oct-24,939,950.15,925,925.7,"24,418,517"
01-Oct-24,976.9,984.5,958.9,965.2,"10,085,203"
30-Sep-24,993,996.95,971.8,974.65,"12,225,895"
27-Sep-24,996,"1,000.40",989.15,993,"10,360,030"
26-Sep-24,970.8,994.95,965.6,993.15,"21,640,021"
25-Sep-24,982.4,982.5,959.25,963.6,"12,959,075"
24-Sep-24,974,985,972.6,977.3,"12,755,422"
23-Sep-24,973.5,979.2,966.05,971.8,"10,254,297"
20-Sep-24,967,977.5,949.2,970.85,"16,764,981"
19-Sep-24,970.4,978.95,956.35,967,"13,466,770"
18-Sep-24,978.2,983.7,957.15,962.05,"12,044,431"
17-Sep-24,995,995,960,974.95,"44,516,613"
16-Sep-24,997,999.9,984.5,988.4,"5,836,274"
13-Sep-24,994.9,"1,006.00",988,992.1,"13,203,676"
12-Sep-24,976.3,988,958,986.15,"25,675,836"
11-Sep-24,"1,000.00","1,011.55",971.25,976.3,"36,140,411"
10-Sep-24,"1,049.00","1,049.00","1,032.20","1,035.80","6,919,238"
09-Sep-24,"1,049.35","1,049.95","1,026.25","1,038.70","7,206,054"
06-Sep-24,"1,068.80","1,072.95","1,040.50","1,049.35","8,717,377"
05-Sep-24,"1,081.00","1,085.85","1,066.95","1,069.15","7,900,593"
04-Sep-24,"1,079.00","1,085.00","1,072.10","1,080.45","4,665,908"
03-Sep-24,"1,097.60","1,100.00","1,082.20","1,085.10","5,088,731"
02-Sep-24,"1,105.00","1,105.00","1,087.35","1,092.65","8,116,675"
30-Aug-24,"1,113.95","1,115.00","1,097.45","1,111.35","17,647,545"
29-Aug-24,"1,079.05","1,142.00","1,066.00","1,121.65","40,658,159"
28-Aug-24,"1,082.95","1,088.70","1,070.10","1,074.55","8,145,376"
27-Aug-24,"1,093.05","1,096.65","1,075.00","1,077.25","8,813,305"
26-Aug-24,"1,089.00","1,103.35","1,082.85","1,092.40","9,415,039"
23-Aug-24,"1,073.00","1,092.60","1,071.00","1,085.15","10,179,655"
22-Aug-24,"1,090.00","1,094.75","1,064.95","1,068.45","9,377,476"
21-Aug-24,"1,089.00","1,095.30","1,083.30","1,085.20","4,869,876"
20-Aug-24,"1,097.00","1,098.05","1,082.05","1,086.90","5,625,723"
19-Aug-24,"1,105.90","1,107.00","1,085.00","1,087.70","6,911,441"
16-Aug-24,"1,072.00","1,099.95","1,070.00","1,098.35","11,435,650"
14-Aug-24,"1,057.00","1,067.05","1,047.00","1,062.35","8,211,830"
13-Aug-24,"1,074.85","1,075.50","1,048.20","1,053.45","7,508,231"
12-Aug-24,"1,065.00","1,079.90","1,055.00","1,076.15","11,311,050"
09-Aug-24,"1,055.00","1,082.95","1,052.05","1,068.10","15,443,008"
08-Aug-24,"1,034.95","1,056.40","1,027.00","1,041.75","19,529,790"
07-Aug-24,"1,036.05","1,040.20","1,015.05","1,025.30","9,978,703"
06-Aug-24,"1,030.00","1,060.65","1,008.40","1,013.75","16,726,393"
05-Aug-24,"1,059.95","1,065.00","1,014.05","1,016.45","26,651,144"
02-Aug-24,"1,120.00","1,120.00","1,090.05","1,096.65","21,967,812"
01-Aug-24,"1,167.00","1,176.00","1,136.50","1,144.40","14,375,948"
31-Jul-24,"1,164.00","1,167.90","1,145.30","1,156.65","10,860,623"
30-Jul-24,"1,125.80","1,179.00","1,118.60","1,161.85","28,592,304"
29-Jul-24,"1,124.00","1,139.90","1,118.60","1,124.00","11,850,624"
26-Jul-24,"1,111.95","1,120.50","1,083.60","1,118.30","21,232,845"
25-Jul-24,"1,029.00","1,094.00","1,024.35","1,090.95","32,766,835"
24-Jul-24,997.8,"1,034.25",995.15,"1,027.70","11,469,098"
23-Jul-24,"1,007.90","1,008.65",967.2,"1,001.80","10,384,177"
22-Jul-24,990,"1,008.00",976.55,"1,003.15","7,396,198"
19-Jul-24,"1,024.00","1,024.00",986.65,990,"7,400,178"
18-Jul-24,"1,022.95","1,027.00","1,008.00","1,024.55","8,010,324"
16-Jul-24,"1,025.50","1,029.60","1,019.20","1,021.15","4,824,555"
15-Jul-24,"1,021.35","1,029.80","1,017.30","1,024.45","5,847,297"
12-Jul-24,"1,023.85","1,025.90","1,015.00","1,016.75","7,339,644"
11-Jul-24,"1,008.00","1,025.50","1,007.05","1,020.80","11,983,571"
10-Jul-24,"1,015.00","1,019.85",986.05,"1,005.50","13,412,206"
09-Jul-24,"1,000.95","1,017.00",998.1,"1,014.95","10,948,094"
08-Jul-24,"1,005.00","1,016.60",996.2,"1,002.60","13,312,085"
05-Jul-24,"1,005.00","1,006.60",989.95,993.65,"9,050,375"
04-Jul-24,984,"1,004.00",979.6,998.2,"12,139,832"
03-Jul-24,984.95,987.35,973.5,975.65,"7,346,258"
02-Jul-24,"1,004.05","1,005.00",979.1,981.3,"12,284,132"
01-Jul-24,989.75,"1,005.50",985.2,"1,002.05","14,006,105"
28-Jun-24,975,998.5,972.55,989.75,"23,025,267"
27-Jun-24,952.5,974.85,948.05,972.1,"19,385,412"
26-Jun-24,956,962.5,950.1,951.85,"6,908,988"
25-Jun-24,960,962.85,949.3,955,"7,304,128"
24-Jun-24,960.9,963.5,950.05,958.05,"6,655,577"
21-Jun-24,979,980.9,958.1,961.8,"14,303,735"
20-Jun-24,980,988.4,976.35,978.25,"7,299,571"
19-Jun-24,990,994.9,975.15,977.35,"7,605,719"
18-Jun-24,"1,000.00","1,003.55",984,985.9,"9,845,075"
14-Jun-24,990,997.25,981.4,993.4,"11,591,421"
13-Jun-24,"1,002.00","1,002.00",980.75,985.85,"12,157,226"
12-Jun-24,994.5,"1,010.25",987,988.7,"17,527,993"
11-Jun-24,973.8,992.55,966.65,987.1,"14,828,702"
10-Jun-24,977,984.9,969.1,975.15,"9,258,931"
07-Jun-24,940,973,935.25,970.5,"15,577,866"
06-Jun-24,940,946,931.2,938.25,"11,792,640"
05-Jun-24,924.95,933.75,890,929.95,"13,752,553"
04-Jun-24,948,948,855.4,903.9,"26,554,598"
03-Jun-24,963,963,934,950.45,"12,314,329"
31-May-24,931.65,937.25,920.1,923,"14,289,102"
30-May-24,943.5,951.45,921,923.95,"10,170,912"
29-May-24,946.95,950.5,938.8,943.6,"8,184,019"
28-May-24,959,961.9,946,947.55,"6,618,946"
27-May-24,964.9,966.45,952,958.5,"6,916,555"
24-May-24,962.5,970.95,958,960.55,"9,590,588"
23-May-24,950,963.45,945.05,962.35,"11,211,074"
22-May-24,952,954.9,942.55,947.5,"9,495,279"
21-May-24,954,956.65,948.7,951.3,"10,055,258"
17-May-24,944,953.4,941,945.7,"13,205,512"
16-May-24,953.2,954.4,919,936.4,"31,240,770"
15-May-24,970.95,972.95,945.1,947.3,"19,668,239"
14-May-24,965.1,968,953.25,964.65,"16,325,689"
13-May-24,"1,005.00","1,008.70",947.2,959.75,"58,974,762"
10-May-24,"1,037.00","1,050.35","1,030.40","1,046.65","13,383,183"
09-May-24,"1,011.00","1,043.20","1,007.30","1,030.30","19,189,798"
08-May-24,986.95,"1,015.00",977,"1,012.10","7,519,352"
07-May-24,"1,016.20","1,017.95",982.05,988.55,"8,877,426"
06-May-24,"1,015.00","1,019.80","1,005.00","1,016.20","5,724,760"
03-May-24,"1,038.00","1,040.20",996,"1,013.40","11,871,773"
02-May-24,"1,020.00","1,030.00","1,011.55","1,027.80","12,695,047"
30-Apr-24,"1,005.00","1,019.45",997.5,"1,007.90","9,047,011"
29-Apr-24,"1,003.05","1,005.75",999,"1,000.60","4,764,750"
26-Apr-24,"1,007.80","1,008.95",996.6,999.5,"7,937,500"
25-Apr-24,992.5,"1,003.30",989.5,"1,001.25","8,366,455"
24-Apr-24,992.4,995.9,988,991.65,"4,671,450"
23-Apr-24,976,994.5,974.05,986.75,"7,994,116"
22-Apr-24,978.75,978.75,966,973.55,"7,187,959"
19-Apr-24,964,967.95,944,963.2,"15,381,310"
18-Apr-24,996.35,"1,003.10",966.25,971.35,"13,540,490"
16-Apr-24,990,"1,004.90",982.1,992.8,"9,574,762"
15-Apr-24,998.1,"1,006.95",978.5,998.8,"12,632,409"
12-Apr-24,"1,014.00","1,029.00","1,013.50","1,018.50","11,575,194"
10-Apr-24,"1,012.25","1,021.00","1,010.00","1,013.50","4,554,077"
09-Apr-24,"1,021.00","1,029.50","1,005.00","1,008.50","8,539,041"
08-Apr-24,"1,010.05","1,016.40","1,004.00","1,013.20","5,188,052"
05-Apr-24,"1,011.60","1,012.50","1,004.40","1,007.10","4,519,120"
04-Apr-24,"1,016.00","1,017.00",998.15,"1,011.60","9,138,276"
03-Apr-24,"1,004.00","1,014.45",992.55,"1,009.15","8,040,366"
02-Apr-24,999,"1,008.00",993.4,"1,004.65","7,995,931"
01-Apr-24,"1,000.00","1,009.85",987.45,992.25,"8,629,407"
28-Mar-24,982.5,999.9,979,992.8,"9,862,996"
27-Mar-24,991.6,995,976.7,978.65,"6,640,537"
26-Mar-24,977,995,976,986.2,"9,461,531"
22-Mar-24,964.9,986.2,950.35,979.8,"13,638,296"
21-Mar-24,951,969.25,946,964.9,"11,074,207"
20-Mar-24,960.9,965.15,921.2,940.45,"13,900,321"
19-Mar-24,968.55,970.6,951.6,957.75,"9,483,750"
18-Mar-24,945.85,974.8,936.65,972.45,"12,121,719"
15-Mar-24,968.4,979.75,940,945.85,"23,390,913"
14-Mar-24,964.95,982,955.4,967.75,"22,931,801"
13-Mar-24,"1,019.00","1,021.00",963.55,973.2,"16,564,155"
12-Mar-24,"1,027.80","1,037.00","1,011.30","1,016.50","8,763,820"
11-Mar-24,"1,034.75","1,035.95","1,021.00","1,028.00","7,502,450"
07-Mar-24,"1,025.00","1,047.00","1,014.05","1,039.30","16,877,082"
06-Mar-24,"1,025.00","1,030.65","1,009.00","1,017.65","14,214,823"
05-Mar-24,"1,027.00","1,065.60","1,005.35","1,021.90","59,811,033"
04-Mar-24,993.25,995,980.1,987.2,"6,084,495"
01-Mar-24,958.95,980.4,956.7,977.4,"10,645,369"
29-Feb-24,959,959.25,942.9,950.2,"10,346,657"
28-Feb-24,966.15,976,950.3,958.05,"15,219,187"
27-Feb-24,936.75,965,935.5,962.7,"12,810,206"
26-Feb-24,937.1,945,930.7,936.95,"5,600,234"
23-Feb-24,933.1,939.8,929.4,937.4,"7,047,473"
22-Feb-24,924.65,933.85,914.6,932.3,"6,437,014"
21-Feb-24,926.35,937.2,916.5,921.05,"6,011,018"
20-Feb-24,934.45,934.65,920.4,926.35,"4,733,639"
19-Feb-24,942.95,942.95,931.05,932.6,"4,632,214"
16-Feb-24,925,948.8,924.1,938.6,"12,826,164"
15-Feb-24,923.7,927,916.35,920.55,"6,430,799"
14-Feb-24,900,919.95,894.35,918.3,"6,570,939"
13-Feb-24,911.6,919.1,894,906.9,"8,574,218"
12-Feb-24,916.1,925,908,911.6,"7,286,778"
09-Feb-24,926,927.4,906.05,915,"7,904,881"
08-Feb-24,937,939.7,918.8,924.3,"11,576,253"
07-Feb-24,944,944,928.05,933.8,"7,913,010"
06-Feb-24,936.4,941.3,928.4,939.55,"12,714,803"
05-Feb-24,934,950,915.35,926.8,"38,686,871"
02-Feb-24,886,895.75,876.85,878.75,"13,003,437"
01-Feb-24,900,900.15,876.3,878.5,"14,505,885"
31-Jan-24,865.2,896.5,865.2,884.2,"24,562,392"
30-Jan-24,843,885.95,842.85,858.85,"19,734,613"
29-Jan-24,811.85,843.8,811.05,841,"12,823,686"
25-Jan-24,814,814.15,800.3,811.85,"10,109,720"
24-Jan-24,802.4,812,788.5,810.9,"7,217,542"
23-Jan-24,824.9,827.6,796.3,800.45,"9,436,209"
19-Jan-24,823.85,826,819.5,823.55,"5,706,888"
18-Jan-24,807,822.95,797,819.05,"11,500,495"
17-Jan-24,811,813.7,804,805.55,"7,895,439"
16-Jan-24,812.45,827,812.45,818.85,"10,159,066"
15-Jan-24,820,820.4,810.3,812.45,"4,835,856"
12-Jan-24,818.15,818.55,809.15,816.45,"7,664,094"
11-Jan-24,813.5,817.5,808.45,815.65,"11,075,167"
10-Jan-24,800,811,792.65,808.45,"9,980,044"
09-Jan-24,799.95,809.2,793.15,799.8,"12,872,757"
08-Jan-24,798.4,800.35,787.5,789.1,"7,668,471"
05-Jan-24,799,805.9,787.1,790.95,"11,091,198"
04-Jan-24,798,801.8,791.3,795.75,"14,298,444"
03-Jan-24,786.05,790,776.25,781.45,"8,559,060"
02-Jan-24,800.5,804,779,784.4,"13,791,090"
01-Jan-24,785,798.7,781.05,790.6,"12,570,717"
29-Dec-23,755,802.9,754,779.95,"41,170,191"
28-Dec-23,742.65,757.95,739.05,753.9,"14,906,199"
27-Dec-23,728,741.85,725.15,740.9,"15,052,800"
26-Dec-23,727.4,727.5,716.6,719.55,"7,229,143"
22-Dec-23,716.8,731,712,724.7,"12,062,238"
21-Dec-23,703,711.9,696.25,708.85,"7,702,232"
20-Dec-23,730.95,733,703.05,705.25,"8,107,602"
19-Dec-23,732.6,732.6,726,728.95,"4,511,101"
18-Dec-23,732.9,734.75,728.1,730.8,"5,450,397"
15-Dec-23,723.9,734,721.25,732.4,"12,082,079"
14-Dec-23,724,724.7,718.6,719.75,"6,732,352"
13-Dec-23,716,721.45,713.5,720.3,"5,807,736"
12-Dec-23,724.8,724.8,713,715.4,"6,461,539"
11-Dec-23,717.8,726.5,716.55,720.8,"6,403,209"
08-Dec-23,722.05,727.6,707.5,714.55,"8,557,203"
07-Dec-23,725,727.5,716,721.95,"10,451,801"
06-Dec-23,709.05,724.8,709,722.45,"12,148,825"
05-Dec-23,705.9,714.9,705,708.95,"9,601,509"
04-Dec-23,716,717,704.8,705.6,"9,348,036"
01-Dec-23,708,711,703,705.45,"10,565,415"
30-Nov-23,716.3,717.25,697,706.4,"24,275,245"
29-Nov-23,702.75,714.4,694.35,712.35,"16,122,864"
28-Nov-23,677.45,699.45,674.25,697.5,"16,015,860"
24-Nov-23,681.4,681.95,671.25,673.7,"6,951,690"
23-Nov-23,683.2,685.9,677.05,679.95,"5,885,370"
22-Nov-23,683.95,687.35,676.05,681.2,"9,279,642"
21-Nov-23,677,683.3,675,681.7,"7,291,057"
20-Nov-23,682,686.75,670.7,674.3,"8,324,354"
17-Nov-23,682.5,687.65,679.6,681.55,"9,563,220"
16-Nov-23,674,685.5,670.9,680.4,"17,501,373"
15-Nov-23,660,673.5,656.55,671.55,"11,324,434"
13-Nov-23,653,654,649.3,653.25,"3,279,829"
10-Nov-23,649.35,652.95,644,651.05,"6,425,792"
09-Nov-23,644,653.65,642.7,649.35,"10,155,047"
08-Nov-23,648,649.05,641.9,642.55,"6,551,864"
07-Nov-23,645,649.9,643.3,645,"6,588,073"
06-Nov-23,652.85,652.85,643.2,646.05,"10,801,301"
03-Nov-23,662,666,646.2,647.5,"23,087,856"
02-Nov-23,632,638.2,630.1,636.45,"9,934,305"
01-Nov-23,630,633.8,626.3,627.7,"8,785,264"
31-Oct-23,642,642,627.3,628.65,"11,395,766"
30-Oct-23,643.8,643.8,621.85,628.5,"12,786,883"
27-Oct-23,630,643.95,628.45,641.05,"10,232,856"
26-Oct-23,635,635.65,624.15,626.55,"8,889,373"
25-Oct-23,650,651.9,636.05,637.85,"8,229,559"
23-Oct-23,663.65,667.25,645,647.35,"8,564,004"
20-Oct-23,666.65,676.4,660.5,663.2,"11,759,568"
19-Oct-23,662.95,672.3,658.6,668.8,"10,633,043"
18-Oct-23,658.6,672.25,653.8,668.5,"14,908,778"
17-Oct-23,670,670.9,654.65,655.7,"10,263,992"
16-Oct-23,668.55,677.8,661.25,666.2,"20,005,816"
13-Oct-23,633.95,669,633,667.1,"28,011,678"
12-Oct-23,637,640.2,635.05,636.95,"5,928,732"
11-Oct-23,633,637.8,632.6,634,"7,701,931"
10-Oct-23,620,632.5,617.6,630.55,"9,833,429"
09-Oct-23,620.8,622,613.7,617.35,"6,381,189"
06-Oct-23,627,627.35,620,622.45,"7,922,379"
05-Oct-23,619,621.35,614.65,619.6,"7,893,892"
04-Oct-23,620.8,620.8,608.3,613.6,"7,612,709"
03-Oct-23,632.6,632.65,618.6,620.45,"6,894,577"
29-Sep-23,618.7,633,617,630.2,"8,969,405"
28-Sep-23,622.9,623.8,612.25,614.1,"6,768,196"
27-Sep-23,619.95,621.9,616.75,620.15,"5,960,490"
26-Sep-23,618.7,625.7,617.95,619.8,"6,271,108"
25-Sep-23,623.85,625.2,617.9,618.7,"6,390,681"
22-Sep-23,628,630.8,619,620.45,"6,551,917"
21-Sep-23,638.5,641.7,624,627.05,"9,266,854"
20-Sep-23,640.7,647,637,638.5,"11,777,925"
18-Sep-23,635.9,644.2,633.15,640.65,"11,108,349"
15-Sep-23,628.7,636.5,627.15,634.25,"18,917,805"
14-Sep-23,628.1,630.8,623.3,624.6,"5,722,295"
13-Sep-23,621,628.5,619.55,625.9,"6,988,358"
12-Sep-23,638,639,615.25,620.8,"12,541,377"
11-Sep-23,634.65,635.4,630.5,634.85,"8,780,510"
08-Sep-23,617.95,628.9,614.2,627.25,"16,190,749"
07-Sep-23,610.9,616.5,609.05,614.9,"6,520,293"
06-Sep-23,611.15,612.55,605.6,610.25,"6,520,064"
05-Sep-23,610,618.9,608.05,611.15,"8,560,651"
04-Sep-23,615.6,615.6,606,609,"8,392,665"
01-Sep-23,604.2,614.9,601.9,611.2,"10,297,492"
31-Aug-23,608.8,609.65,599.05,601,"10,544,271"
30-Aug-23,611.2,612.9,605,605.55,"5,676,055"
29-Aug-23,603.6,610.5,603.6,607.15,"6,956,667"
28-Aug-23,605.4,608.5,601.55,602.4,"7,479,254"
25-Aug-23,610.85,616.7,593.3,605.1,"16,075,509"
24-Aug-23,618,619,609.65,610.95,"7,096,025"
23-Aug-23,622.75,622.75,613.15,613.9,"8,248,333"
22-Aug-23,621.8,626.5,618.6,620.2,"8,534,395"
21-Aug-23,617,623.3,614.8,620.5,"9,580,365"
18-Aug-23,612.8,620.1,610.9,615.8,"11,190,760"
17-Aug-23,620,622,611,613.75,"12,119,293"
16-Aug-23,606.7,621.35,597.3,618.75,"14,562,074"
14-Aug-23,612,612,594.5,607.35,"14,492,164"
11-Aug-23,619.75,624.75,610,611.8,"9,347,707"
10-Aug-23,623,628.3,598,618.25,"53,116,980"
09-Aug-23,610.6,624,605.35,622.55,"13,362,350"
08-Aug-23,612.55,614.75,605.25,607.3,"8,863,640"
07-Aug-23,619,619,608.5,609.5,"9,893,466"
04-Aug-23,624.85,625,613.3,615,"11,806,739"
03-Aug-23,623,626.45,614.15,618.95,"11,458,920"
02-Aug-23,644,644.3,616.45,622.65,"15,762,687"
01-Aug-23,645,652.9,642,643.65,"8,924,219"
31-Jul-23,640.2,645.55,635.9,644.3,"7,502,361"
28-Jul-23,646,646,631.8,635.3,"9,299,530"
27-Jul-23,647,648.45,636.75,643.7,"11,696,851"
26-Jul-23,640,665.4,639,641.1,"31,673,714"
25-Jul-23,636,642.5,633.35,639.45,"13,988,137"
24-Jul-23,627.95,634.45,626.25,629.25,"12,247,844"
21-Jul-23,621,631,617.7,625.75,"12,914,610"
20-Jul-23,622.65,623.6,616.2,621.65,"7,834,891"
19-Jul-23,614,625.3,610.15,620.6,"11,128,348"
18-Jul-23,620.4,620.85,607,612.1,"10,359,400"
17-Jul-23,626.9,627,617.15,618.5,"7,580,645"
14-Jul-23,623,626,619.5,624.9,"7,010,179"
13-Jul-23,625,626.5,615.5,620.65,"9,689,708"
12-Jul-23,629.95,630.8,619.35,621.45,"10,785,502"
11-Jul-23,624.95,630.45,622.15,628.5,"12,051,173"
10-Jul-23,624,634.8,617.55,618.65,"23,802,524"
07-Jul-23,600,624.8,592.2,618.2,"21,066,726"
06-Jul-23,590.8,604.95,588.55,600.8,"14,356,681"
05-Jul-23,592,593,584.95,588.25,"8,715,919"
04-Jul-23,594.4,596.4,589.5,591.45,"6,917,886"
03-Jul-23,600,602.3,590,590.8,"11,131,048"
30-Jun-23,588.35,599,588,595.55,"12,488,047"
28-Jun-23,579,590,575.5,586.65,"16,720,940"
27-Jun-23,570,576.9,568.45,573.1,"9,404,450"
26-Jun-23,560,569,557.8,567.85,"6,986,621"
23-Jun-23,570,571.15,557.7,559.65,"9,362,695"
22-Jun-23,584,584.7,568.2,569.35,"11,229,179"
21-Jun-23,584.95,585.9,574.5,581.4,"9,146,332"
20-Jun-23,566.05,583.95,562.5,583.25,"18,074,902"
19-Jun-23,570.65,573.2,564.2,566.05,"6,280,388"
16-Jun-23,569.65,572.2,566.05,569.8,"8,736,313"
15-Jun-23,571.8,575,567.75,568.45,"12,475,759"
14-Jun-23,566,571.2,564,570.3,"12,713,256"
13-Jun-23,567.7,571.05,560.75,562.2,"12,845,897"
12-Jun-23,567,568.9,560.65,564.15,"7,599,572"
09-Jun-23,564.4,566.45,559.3,562.3,"9,361,533"
08-Jun-23,570,576.55,557,559.7,"21,527,339"
07-Jun-23,558.8,575,552.15,567.95,"20,855,239"
06-Jun-23,549.45,557,545.35,555.75,"15,395,092"
05-Jun-23,539,548.8,537.9,546.25,"15,008,325"
02-Jun-23,537,541.25,532.75,535.9,"12,294,728"
01-Jun-23,527.5,536.25,522.85,535.2,"12,511,265"
31-May-23,519.95,527.5,516.4,526.3,"12,327,284"
30-May-23,521.45,523.5,518,518.8,"5,134,688"
29-May-23,525,525.1,519.7,521.45,"6,596,504"
26-May-23,514.9,519.75,512.2,518.45,"8,360,570"
25-May-23,518,518,509.1,514.85,"11,543,712"
24-May-23,527.15,529.65,519.15,520.2,"7,648,284"
23-May-23,522.5,531,521.15,528.5,"12,256,902"
22-May-23,524.95,527,519.35,522.5,"9,978,339"
19-May-23,509.8,526.4,504.75,524.95,"19,343,560"
18-May-23,518.8,520.9,507.1,508.45,"12,293,322"
17-May-23,522.5,523.95,512.5,515.5,"13,684,847"
16-May-23,533.95,535.95,518.85,521.15,"16,514,882"
15-May-23,523.85,537.15,521.5,530.85,"38,270,067"
12-May-23,513.9,520.5,510.3,515.95,"19,766,717"
11-May-23,512,514.15,505.5,511.6,"11,454,020"
10-May-23,508,512.9,504.35,509.5,"12,481,404"
09-May-23,502,512.8,501.55,503.65,"19,818,780"
08-May-23,480,502.3,478.1,500.5,"23,515,333"
05-May-23,481.65,484.7,476.15,477.1,"4,830,674"
04-May-23,483.6,486.4,478.75,480.8,"5,650,101"
03-May-23,480.25,485.1,477.75,483.7,"8,529,233"
02-May-23,482.5,484,474.55,480.25,"11,542,592"
28-Apr-23,481.4,488,478.35,484.95,"9,947,813"
27-Apr-23,478.5,482,476.5,481.6,"7,085,793"
26-Apr-23,473,479.5,472.6,478.2,"7,791,425"
25-Apr-23,475.2,476.4,471.9,473.55,"6,888,352"
24-Apr-23,471.2,476,468.3,475.2,"8,020,593"
21-Apr-23,476.7,476.7,467.2,471.2,"8,478,118"
20-Apr-23,473.7,479.7,469.4,476.8,"14,264,206"
19-Apr-23,473,475.5,467.85,469.4,"7,368,610"
18-Apr-23,475,483.35,468.1,473,"16,140,056"
17-Apr-23,471,473,465.8,472.15,"10,710,167"
13-Apr-23,464.95,472,463.25,469.5,"12,733,670"
12-Apr-23,459.35,468.6,458.2,465.5,"13,552,440"
11-Apr-23,463.75,463.75,455.8,458.7,"14,495,222"
10-Apr-23,452.05,473.3,452,461.3,"50,462,653"
