Date,Open,High,Low,Close,Volume
06-Apr-23,426.5,439.3,423.75,437.65,"10,907,492"
05-Apr-23,424.25,428.75,423.15,426.55,"8,821,326"
03-Apr-23,423,424.95,419.5,424.25,"6,948,329"
31-Mar-23,411.35,421.75,411,420.8,"11,037,881"
29-Mar-23,401.6,410.6,401.6,409.2,"10,478,506"
28-Mar-23,414.15,414.5,400.45,401.6,"9,553,659"
27-Mar-23,416,418.5,410.25,412.05,"7,433,933"
24-Mar-23,419,420.55,414.8,416.5,"6,877,960"
23-Mar-23,416,422.5,416,419.15,"9,817,460"
22-Mar-23,416,418.4,413.75,416.1,"5,728,054"
21-Mar-23,412.85,413.9,407.7,412.55,"7,391,950"
20-Mar-23,415.6,416.95,405.5,410.75,"10,075,022"
17-Mar-23,419,423.45,414.55,419,"8,658,701"
16-Mar-23,413.3,418.5,405,415.7,"11,854,885"
15-Mar-23,422,425,410.1,411.35,"7,681,009"
14-Mar-23,422.85,424.2,413.4,416.65,"9,189,043"
13-Mar-23,436.1,437,419.1,422.4,"8,780,169"
10-Mar-23,433,437.8,430.8,435.85,"10,417,015"
09-Mar-23,439.1,442.05,431.3,432.2,"5,696,737"
08-Mar-23,439,441.25,436.1,439.3,"7,850,052"
06-Mar-23,430.95,441.45,430,440.1,"11,307,064"
03-Mar-23,422.6,430.5,421.95,428,"8,027,522"
02-Mar-23,426,426.25,419.55,420.45,"5,661,103"
01-Mar-23,421.5,428,421.5,426,"7,595,114"
28-Feb-23,419,424.8,419,420.7,"9,652,088"
27-Feb-23,427.75,428.05,413.05,417.95,"10,438,928"
24-Feb-23,435.4,436.7,427,427.75,"7,895,024"
23-Feb-23,428.65,436.45,427.2,433.2,"9,278,920"
22-Feb-23,435.3,435.85,428.25,429.45,"7,209,130"
21-Feb-23,445.2,445.2,435.25,436.5,"8,957,930"
20-Feb-23,441.8,445.3,436.25,443,"9,717,197"
17-Feb-23,436,442.45,436,439.9,"6,955,445"
16-Feb-23,445,448.25,440.5,441.6,"7,670,688"
15-Feb-23,438.5,444.9,438.15,444.15,"9,857,016"
14-Feb-23,442,444.3,434.4,440.55,"8,565,559"
13-Feb-23,445.5,446.9,438.9,441.05,"8,333,767"
10-Feb-23,437.95,447.8,431.2,445.85,"14,798,390"
09-Feb-23,440,440.7,433.55,436.75,"7,349,418"
08-Feb-23,435.45,441,431.55,440.1,"8,668,267"
07-Feb-23,441.7,443.4,432.9,435.45,"9,023,645"
06-Feb-23,444.45,447,439.55,442,"6,795,084"
03-Feb-23,447,450.8,442.35,445.45,"13,067,403"
02-Feb-23,446.75,449.2,440.7,444.8,"11,344,554"
01-Feb-23,456.8,461.5,437.65,446.65,"23,798,589"
31-Jan-23,443.7,454.8,440.9,452.1,"25,154,475"
30-Jan-23,445.6,450,437.65,443.65,"18,316,743"
27-Jan-23,438,453.4,435.15,445.6,"63,360,467"
25-Jan-23,423.75,427.25,417.7,419.05,"22,975,581"
24-Jan-23,410,424,410,422.15,"30,197,475"
23-Jan-23,407,410.95,405,408.4,"13,113,183"
20-Jan-23,404,412.5,401.2,403.15,"23,906,114"
19-Jan-23,406.5,407.8,400.1,400.75,"13,126,520"
18-Jan-23,415.9,415.95,407.45,408.4,"13,310,316"
17-Jan-23,413,419.45,412.5,415.3,"12,337,969"
16-Jan-23,413.5,414.9,407.6,413,"11,462,140"
13-Jan-23,413,416.35,408,411.5,"10,449,630"
12-Jan-23,420.3,420.5,410.05,412.25,"12,479,034"
11-Jan-23,415.75,420,413.55,418.2,"22,224,361"
10-Jan-23,400,417.75,400,412.9,"54,021,379"
09-Jan-23,386.35,392.7,385,389.45,"14,693,099"
06-Jan-23,386.1,388.4,381,382,"8,715,469"
05-Jan-23,387.9,388.75,382.5,386.9,"10,443,908"
04-Jan-23,394.8,394.8,385,385.6,"16,121,049"
